method,source,model_key,output_len_bucket,batch_size,num_requests,num_completed,num_failed,status,median_ttft_s,p95_ttft_s,p99_ttft_s,median_e2e_s,p95_e2e_s,p99_e2e_s,median_tpot_ms,p95_tpot_ms,p99_tpot_ms,gpu_peak_memory_gb,decode_throughput_tok_s,request_throughput_req_s,output_label,model_label
vLLM,measured,mistral_7b_instruct_v03,2048,16,32,32,0,ok,26.561477661132812,26.989036905765534,27.00776200532913,145.61770951747894,145.9693455696106,145.9693455696106,58.152302793743324,69.87448745459056,70.37752505737782,43.69140625,224.912185695858,0.10987573000118248,out2k,Mistral-7B
vLLM,measured,mistral_7b_instruct_v03,2048,1,32,32,0,ok,1.7493207454681396,1.777537679672241,1.832362723350525,53.68582999706268,54.042595052719115,54.07195129394531,25.38374785920159,25.559680098312693,25.572432593050124,43.1708984375,38.112244166587466,0.018618869568276245,out2k,Mistral-7B
vLLM,measured,mistral_7b_instruct_v03,2048,24,48,48,0,ok,117.89430558681488,227.40764632225037,228.11733225107193,296.2469969987869,296.42440390586853,296.42440390586853,87.17140342716132,142.81530238083496,143.9395350340175,33.345703125,165.83029791192251,0.081013030510435,out2k,Mistral-7B
vLLM,measured,mistral_7b_instruct_v03,2048,8,32,32,0,ok,13.449305772781372,13.543645918369293,13.551912615299225,91.90056216716766,92.49260663986206,92.49260663986206,38.461724159654636,44.053101131759895,44.29971174294182,42.5390625,178.170290548133,0.08704104083080556,out2k,Mistral-7B
vLLM,measured,mistral_7b_instruct_v03,6144,16,32,32,0,ok,18.142070770263672,382.1003632068633,478.72963184833526,677.9157457351685,681.0621454715729,681.0621454715729,106.92386858551015,109.91824914833809,110.5131315680367,31.9404296875,144.98446772032295,0.02360169384230108,out6k,Mistral-7B
vLLM,measured,mistral_7b_instruct_v03,6144,1,32,32,0,ok,1.7333528995513916,1.7609145164489746,1.7631562638282776,159.48911821842194,161.03621088266374,162.27831593990325,25.680533660404084,25.9343576369166,26.13515445053364,42.7646484375,38.69208439459428,0.006298596976355168,out6k,Mistral-7B
vLLM,measured,mistral_7b_instruct_v03,6144,24,48,0,48,oom,,,,,,,,,,,,,out6k,Mistral-7B
vLLM,measured,mistral_7b_instruct_v03,6144,8,32,32,0,ok,13.424022912979126,13.663143670558929,13.678292062282562,271.3119455575943,273.0286376476288,273.0286376476288,42.1296757931276,43.8990870542225,44.08763761203633,38.7841796875,180.88641474443608,0.029446090661691234,out6k,Mistral-7B
vLLM,measured,qwen3_8b,1024,16,32,32,0,ok,27.7696475982666,28.194080924987794,28.21835238933563,85.87563908100128,85.9920015335083,85.9920015335083,56.913346955270484,81.31719063220952,82.27289842836785,44.0693359375,190.78538824829934,0.18631385571122983,out1k,Qwen3-8B
vLLM,measured,qwen3_8b,1024,1,32,32,0,ok,1.7430336475372314,1.7649040222167969,1.7721561336517335,30.991223573684692,33.391204464435575,33.580936772823335,28.591360980581094,30.9253571902785,31.106600386189807,43.2783203125,32.776796571744,0.03200859040209375,out1k,Qwen3-8B
vLLM,measured,qwen3_8b,1024,24,48,48,0,ok,47.12537693977356,140.61338530778886,143.43754451990128,178.2987939119339,179.30831670761108,179.30831670761108,127.2374332125935,170.41151026010746,172.8396081178652,35.9248046875,137.83466374325872,0.1346041638117761,out1k,Qwen3-8B
vLLM,measured,qwen3_8b,1024,8,32,32,0,ok,13.835060954093933,14.147080886363984,14.159704203605651,55.23389136791229,55.85998296737671,55.85998296737671,40.57584002337265,52.250971705566286,52.81666108473539,43.1943359375,149.24751571741749,0.1457495270677905,out1k,Qwen3-8B
vLLM,measured,qwen3_8b,2048,16,32,32,0,ok,28.01558554172516,28.17373309135437,28.192502274513245,203.34864592552185,203.53671741485596,203.53671741485596,85.72602900983534,98.01047130159826,98.50653675980375,42.4228515625,161.14106974502465,0.07868216296143782,out2k,Qwen3-8B
vLLM,measured,qwen3_8b,2048,1,32,32,0,ok,1.7588207721710205,1.7705768465995788,1.7776486587524414,59.53867697715759,62.75005158185959,63.2662980055809,28.230354735836144,29.794515873900146,30.044924590898596,43.1455078125,34.03745392710171,0.01661985055034263,out2k,Qwen3-8B
vLLM,measured,qwen3_8b,2048,24,48,48,0,ok,113.44430530071259,235.94420337677002,302.9969147372246,365.3249170780182,367.50120425224304,367.50120425224304,122.41748221396935,176.23053972582497,178.2731955227295,31.3232421875,134.5425198181324,0.06569458975494746,out2k,Qwen3-8B
vLLM,measured,qwen3_8b,2048,8,32,32,0,ok,14.004830479621887,14.217640733718872,14.237955400943756,100.8487685918808,101.03664422035217,101.03664422035217,42.41857204893827,48.39295495936622,48.487318389055844,42.4130859375,162.7191340971734,0.07945270219588545,out2k,Qwen3-8B
vLLM,measured,qwen3_8b,6144,16,32,32,0,ok,15.854210257530212,538.6096813797951,542.0051880836487,772.6052904129028,774.748316526413,774.748316526413,123.118782342305,125.31734248937079,125.74537407822122,34.21484375,127.23667790435712,0.020709094710995624,out6k,Qwen3-8B
vLLM,measured,qwen3_8b,6144,1,32,32,0,ok,1.7512863874435425,1.764564824104309,1.7828674626350403,177.51289248466492,180.05986706018447,181.35914672851564,28.61004162548847,29.02537027360872,29.238037812715632,42.7548828125,34.56026841857289,0.005625043687918765,out6k,Qwen3-8B
vLLM,measured,qwen3_8b,6144,24,48,0,48,oom,,,,,,,,,,,,,out6k,Qwen3-8B
vLLM,measured,qwen3_8b,6144,8,32,32,0,ok,13.941563963890076,14.05043876171112,14.069149208068847,293.0894718170166,295.65617632865906,295.65617632865906,45.67685345378505,47.41557892809158,47.73326904983682,39.716796875,167.56024125980437,0.02727217468421295,out6k,Qwen3-8B
InfiniGen (sim.),simulated_placeholder,llama31_8b_instruct,1024,1,32,32,0,ok,1.6904350662231444,1.6987491073608396,1.7018371856689454,25.728726668357847,25.880225992202757,25.921015072774885,22.86427098710943,23.011536588524184,23.04058596425327,35.485019531249996,36.66299596435194,0.03583761098632319,out1k,Llama-3.1-8B
KVCore (sim.),simulated_placeholder,llama31_8b_instruct,1024,1,32,32,0,ok,1.567174175977707,1.5748819849491118,1.5777448908805847,21.540329303741455,21.66716594696045,21.701314944648743,17.630281243072332,17.74383544175359,17.766234960388065,32.02306640625,40.43208900741616,0.039521851368094725,out1k,Llama-3.1-8B
InfiniGen (sim.),simulated_placeholder,llama31_8b_instruct,1024,8,32,32,0,ok,17.49988928756714,17.822333854789736,17.840815140354156,64.79904461517334,64.92851478939056,64.92851478939056,46.35325867345888,59.1457369265491,59.2862770413046,37.33669375,122.2666204099398,0.11951406216568634,out1k,Llama-3.1-8B
KVCore (sim.),simulated_placeholder,llama31_8b_instruct,1024,8,32,32,0,ok,16.207117833518982,16.505742413930896,16.522858429234507,54.08995881042481,54.19803195304871,54.19803195304871,35.55620423184449,45.368933313149526,45.4767374496012,33.67981875,139.578708255595,0.13643640725109324,out1k,Llama-3.1-8B
InfiniGen (sim.),simulated_placeholder,llama31_8b_instruct,1024,16,32,32,0,ok,25.801953635787964,25.956399527206422,25.973595341773986,70.79578132095337,71.00928613071441,71.00928613071441,45.214507668218964,64.32898911650634,65.3649042495916,35.47661484375,234.85496468632664,0.22956773283936993,out1k,Llama-3.1-8B
KVCore (sim.),simulated_placeholder,llama31_8b_instruct,1024,16,32,32,0,ok,23.871121821069718,24.014010097703935,24.029919101733206,58.91907573852539,59.09676296539307,59.09676296539307,34.499439427624004,49.08411432344619,49.874535213313685,31.98825546875,276.2999584545019,0.27007968569337637,out1k,Llama-3.1-8B
InfiniGen (sim.),simulated_placeholder,llama31_8b_instruct,1024,24,48,48,0,ok,44.049810018539425,84.1361652218628,110.1245250873413,143.1593244791031,143.6123003742218,143.6123003742218,97.83001179331204,131.18931384564848,133.34297751276927,28.28406796875,182.3076149816654,0.17820518316098033,out1k,Llama-3.1-8B
KVCore (sim.),simulated_placeholder,llama31_8b_instruct,1024,24,48,48,0,ok,40.71102626085281,77.75901032020569,101.77756569001771,118.78318362236023,119.1590300376892,119.1590300376892,74.24556396245491,99.56274576452148,101.1972132517447,25.491958593750002,220.2275988978518,0.21527186125846426,out1k,Llama-3.1-8B
InfiniGen (sim.),simulated_placeholder,llama31_8b_instruct,2048,1,32,32,0,ok,1.6900155231952667,1.6988497945785521,1.7021997650146485,49.77657488155365,50.05897768182755,50.070928034934994,22.736491166776226,22.86506381710831,22.870787531137466,35.216296875,40.16018212894382,0.019618744036733107,out2k,Llama-3.1-8B
KVCore (sim.),simulated_placeholder,llama31_8b_instruct,2048,1,32,32,0,ok,1.5647638508081436,1.5729433901786805,1.576045085144043,41.51924587082863,41.754801477599145,41.76476941231727,17.41753020291221,17.51602464534843,17.52040935718652,31.76371875,46.853545817101114,0.022888534709521954,out2k,Llama-3.1-8B
InfiniGen (sim.),simulated_placeholder,llama31_8b_instruct,2048,8,32,32,0,ok,12.828860042953492,13.09619237716198,13.113333959309578,82.86542667808533,83.02582705688476,83.02582705688476,33.59499915347654,38.29227505496404,38.349516723293476,34.06219375,202.3001248702078,0.09882610481408519,out2k,Llama-3.1-8B
KVCore (sim.),simulated_placeholder,llama31_8b_instruct,2048,8,32,32,0,ok,11.86575658092499,12.1130194237113,12.128874132586002,68.91200820837021,69.04539933013916,69.04539933013916,25.59930751573072,29.178620309848355,29.222238321671615,30.709615625,242.76014984424933,0.1185913257769022,out2k,Llama-3.1-8B
InfiniGen (sim.),simulated_placeholder,llama31_8b_instruct,2048,16,32,32,0,ok,25.75466522703171,26.331933209838866,26.348598029067993,153.24569404850007,156.76618379974366,156.76618379974366,62.909699392808136,69.25700356272192,71.94221219496876,37.8918890625,228.79075138450122,0.11176710242430409,out2k,Llama-3.1-8B
KVCore (sim.),simulated_placeholder,llama31_8b_instruct,2048,16,32,32,0,ok,23.796361189031604,24.329735523376467,24.345133201972963,127.05539887919427,129.9742230091095,129.9742230091095,47.678930066128274,52.48951848964188,54.524623979344746,34.14763125,281.44894019521973,0.13749127679180262,out2k,Llama-3.1-8B
InfiniGen (sim.),simulated_placeholder,llama31_8b_instruct,2048,24,48,48,0,ok,107.76576153912544,202.6506494142246,202.6741410982027,282.57365225124363,282.96959213523866,282.96959213523866,87.64478351940507,129.8273609581231,131.95943365850405,25.371675,194.2453122651805,0.09489171243502918,out2k,Llama-3.1-8B
KVCore (sim.),simulated_placeholder,llama31_8b_instruct,2048,24,48,48,0,ok,99.46739089605809,187.0457840480852,187.06746678367472,233.56394980502128,233.89121769590378,233.89121769590378,66.0623903329538,97.8575729337489,99.46462600975559,22.85464375,244.27819572742393,0.11933351715314275,out2k,Llama-3.1-8B
InfiniGen (sim.),simulated_placeholder,llama31_8b_instruct,6144,1,32,32,0,ok,1.6810168032646178,1.7036177039146423,1.708670638771057,147.72874993515015,148.38114596328737,148.4242772323036,22.91409344985252,23.015655185647603,23.02414061108617,34.71379296875,42.87756689883156,0.00697987119939062,out6k,Llama-3.1-8B
KVCore (sim.),simulated_placeholder,llama31_8b_instruct,6144,1,32,32,0,ok,1.5544130272865295,1.5753117680549622,1.5799841471481324,122.76051050949098,123.30264242019655,123.3384838972664,17.43706623500972,17.514352238834274,17.520809440631425,31.29371484375,52.445288438240254,0.0085373631199158,out6k,Llama-3.1-8B
InfiniGen (sim.),simulated_placeholder,llama31_8b_instruct,6144,8,32,32,0,ok,12.982088184070587,13.105795695228577,13.122994654928208,243.5055739238739,244.5328220998764,244.5328220998764,36.31309553778005,37.87515578526156,37.99521008185012,31.37022421875,217.38060034912095,0.03538653663028671,out6k,Llama-3.1-8B
KVCore (sim.),simulated_placeholder,llama31_8b_instruct,6144,8,32,32,0,ok,11.99183669643402,12.106108010177614,12.121995062641144,201.73553202552796,202.58656986408235,202.58656986408235,27.48402917173156,28.66629437864894,28.75715900312577,28.26733359375,272.15366500401757,0.04430282932453218,out6k,Llama-3.1-8B
InfiniGen (sim.),simulated_placeholder,llama31_8b_instruct,6144,16,32,32,0,ok,14.662276245403289,516.5464040893936,527.8868734812927,662.3746670664788,668.0709719535828,668.0709719535828,100.633282895509,103.76838721420819,104.07706839464731,24.27892734375,166.8839354705418,0.027166382308496603,out6k,Llama-3.1-8B
KVCore (sim.),simulated_placeholder,llama31_8b_instruct,6144,16,32,32,0,ok,13.529673882198335,476.64525448719024,487.10971784713746,547.0700892611504,551.7747951896667,551.7747951896667,75.74761392331908,78.10743628734488,78.3397835009956,21.86791171875,213.3102934585872,0.0347239473116122,out6k,Llama-3.1-8B
InfiniGen (sim.),simulated_placeholder,llama31_8b_instruct,6144,24,48,48,0,ok,16.530990200916385,582.3804845443009,595.1663020567795,745.2199553412481,751.6287150427295,751.6287150427295,113.0900379698876,116.61321694447588,116.96010780813475,26.117085656250005,187.61783436783637,0.03054157251240361,out6k,Llama-3.1-8B
KVCore (sim.),simulated_placeholder,llama31_8b_instruct,6144,24,48,48,0,ok,15.237985921113843,536.8284365521899,548.6141859160895,613.5856612353866,618.862389308686,618.862389308686,84.64957297548023,87.28672476239977,87.54637772569293,23.513188781250005,244.30811525595956,0.0397699613291011,out6k,Llama-3.1-8B
InfiniGen (sim.),simulated_placeholder,mistral_7b_instruct_v03,1024,1,32,32,0,ok,1.6780166244506836,1.6919930877685545,1.695540202331543,23.741932954788208,23.940001686334607,23.99204868373871,21.003234963827637,21.181035417166708,21.232495829853757,35.49623046875,39.715808350095706,0.03882406803736254,out1k,Mistral-7B
KVCore (sim.),simulated_placeholder,mistral_7b_instruct_v03,1024,1,32,32,0,ok,1.555661245584488,1.568618591785431,1.5719070625782012,19.876967124938965,20.04279210948944,20.086366339874267,16.195265514276734,16.332364659020115,16.372044977236634,32.03318359375,43.798741918797134,0.04281532736830635,out1k,Mistral-7B
InfiniGen (sim.),simulated_placeholder,mistral_7b_instruct_v03,1024,8,32,32,0,ok,12.46436970653534,12.979867092533112,12.99423003145218,44.25215062122345,44.45209187965393,44.45209187965393,30.999350838465237,40.332017761387235,40.49584424724317,35.40955625,180.4941275756533,0.17644148716727984,out1k,Mistral-7B
KVCore (sim.),simulated_placeholder,mistral_7b_instruct_v03,1024,8,32,32,0,ok,11.543587804174424,12.021003788952829,12.03430569273472,36.93876998634339,37.10566773147583,37.10566773147583,23.778678802968006,30.937489653286868,31.063156071493065,31.94143125,206.0508182058343,0.20142435260689465,out1k,Mistral-7B
InfiniGen (sim.),simulated_placeholder,mistral_7b_instruct_v03,1024,16,32,32,0,ok,24.834648760604857,26.044868734512328,26.06786921233368,67.8387541247368,68.40558739376068,68.40558739376068,42.61030759620107,60.56639686148694,62.712475579718095,35.91996328125,245.075330151746,0.2395726459403046,out1k,Mistral-7B
KVCore (sim.),simulated_placeholder,mistral_7b_instruct_v03,1024,16,32,32,0,ok,22.976203054857255,24.09585890864372,24.11713819686222,56.45811964645386,56.929860923767095,56.929860923767095,32.51239041890183,46.213192349786624,47.85068696301604,32.388010156250004,288.3239178255835,0.281850171694476,out1k,Mistral-7B
InfiniGen (sim.),simulated_placeholder,mistral_7b_instruct_v03,1024,24,48,48,0,ok,22.159045997428894,87.25206623519897,87.27253795103073,115.07371631956102,115.30231551494599,115.30231551494599,89.53394358452053,105.67028394160671,106.93883116849949,29.64845234375,226.78885608032945,0.22169901616748433,out1k,Mistral-7B
KVCore (sim.),simulated_placeholder,mistral_7b_instruct_v03,1024,24,48,48,0,ok,20.479486815881728,80.63873960681916,80.65765965574742,95.47979096317292,95.66946593055725,95.66946593055725,67.94947698932805,80.19573627255434,81.15846746870963,26.72165546875,273.96093814503797,0.26781241153032104,out1k,Mistral-7B
InfiniGen (sim.),simulated_placeholder,mistral_7b_instruct_v03,2048,1,32,32,0,ok,1.6758492741584776,1.7028810971260069,1.755403488969803,45.955070477485656,46.26046136512756,46.285590307617184,20.941591983841313,21.086736081107972,21.09725688926635,35.227453125,43.44795834990972,0.021225511307834923,out2k,Mistral-7B
KVCore (sim.),simulated_placeholder,mistral_7b_instruct_v03,2048,1,32,32,0,ok,1.55164750123024,1.5766759218692779,1.6253057356119158,38.33168261790276,38.58641286764145,38.60737322387695,16.042528647015406,16.153717822133622,16.16177739880768,31.77378125,50.68928474156132,0.024763096525807403,out2k,Mistral-7B
InfiniGen (sim.),simulated_placeholder,mistral_7b_instruct_v03,2048,8,32,32,0,ok,12.862916041088104,12.953142956328392,12.961049225272179,78.37279941616059,78.87769494247436,78.87769494247436,31.577075535076453,36.167596029174874,36.37006334095523,34.57575,213.80434865775965,0.1044492489969667,out2k,Mistral-7B
KVCore (sim.),simulated_placeholder,mistral_7b_instruct_v03,2048,8,32,32,0,ok,11.897255886602402,11.980709179389477,11.988021899493695,65.17587868895531,65.59575662899017,65.59575662899017,24.06165463427994,27.559620068028988,27.713899666384396,31.172625,256.56521838931155,0.12533909879636002,out2k,Mistral-7B
InfiniGen (sim.),simulated_placeholder,mistral_7b_instruct_v03,2048,16,32,32,0,ok,25.36089887084961,25.769132437624933,25.787011162688252,123.7168060060501,124.01555599594117,124.01555599594117,47.51043138248829,57.087456250400486,57.49843797187768,35.3725625,283.3893539767811,0.13844341980148991,out2k,Mistral-7B
KVCore (sim.),simulated_placeholder,mistral_7b_instruct_v03,2048,16,32,32,0,ok,23.43253559265137,23.809728358266355,23.82624764110136,102.57311458411218,102.82080701923371,102.82080701923371,36.00790588988586,43.266282631882476,43.577763515528346,31.87725,348.61388782857983,0.1703073815018328,out2k,Mistral-7B
InfiniGen (sim.),simulated_placeholder,mistral_7b_instruct_v03,2048,24,48,48,0,ok,112.37685208535194,216.76496847436903,217.44144110172175,250.74345825977326,250.89361546592713,250.89361546592713,70.87035098628215,116.10884083561882,117.02284198265622,26.889975,218.89599324373773,0.10693720027377421,out2k,Mistral-7B
KVCore (sim.),simulated_placeholder,mistral_7b_instruct_v03,2048,24,48,48,0,ok,103.72341005527973,200.0732472343159,200.6976289144931,207.25439910035132,207.37851297254562,207.37851297254562,53.41863602016446,87.51721729897567,88.20614706884592,24.222318750000003,275.2782945337914,0.1344816306473221,out2k,Mistral-7B
InfiniGen (sim.),simulated_placeholder,mistral_7b_instruct_v03,6144,1,32,32,0,ok,1.6570853719711303,1.6834342777252196,1.6855773882198333,135.88472872209547,137.2028516720295,138.26112518079756,21.05803760153135,21.266173262271614,21.430826649437588,34.724894531249994,46.81742211745908,0.007621302341389753,out6k,Mistral-7B
KVCore (sim.),simulated_placeholder,mistral_7b_instruct_v03,6144,1,32,32,0,ok,1.5322839632034302,1.5566484325408936,1.5586301372241975,112.91829569864274,114.01363730492594,114.89304768545152,16.024653004092148,16.18303916543596,16.308336377132992,31.30372265625,57.26428490399954,0.009321923525005648,out6k,Mistral-7B
InfiniGen (sim.),simulated_placeholder,mistral_7b_instruct_v03,6144,8,32,32,0,ok,12.811887468147278,13.040104319181442,13.054561944242478,230.28957938928605,231.7467076353073,231.7467076353073,34.37781544719213,35.82165503624556,35.97551229142165,31.36864453125,229.72574672543382,0.03739653514034787,out6k,Mistral-7B
KVCore (sim.),simulated_placeholder,mistral_7b_instruct_v03,6144,8,32,32,0,ok,11.834618600082399,12.045427459964753,12.058782282108307,190.78656011610033,191.99373799381257,191.99373799381257,26.019287769835604,27.11207616468781,27.228524989193634,28.26591015625,287.6093994436534,0.046819284152089066,out6k,Mistral-7B
InfiniGen (sim.),simulated_placeholder,mistral_7b_instruct_v03,6144,16,32,32,0,ok,17.285765029907225,364.0652260634993,456.1335932250938,573.2455545936584,575.906150210762,575.906150210762,86.82218129143425,89.25361830845054,89.7366628332458,25.73121015625,192.82934206802955,0.031390252810260436,out6k,Mistral-7B
KVCore (sim.),simulated_placeholder,mistral_7b_instruct_v03,6144,16,32,32,0,ok,15.950508621215821,335.94263933147425,420.8990923210564,473.45635682144166,475.6538023973465,475.6538023973465,65.3518684794638,67.18203387946424,67.54562601438403,23.17597578125,246.473595124549,0.040122879531911834,out6k,Mistral-7B
InfiniGen (sim.),simulated_placeholder,mistral_7b_instruct_v03,6144,24,48,48,0,ok,19.488843856309423,410.4655091624609,514.2680327194591,644.9431837207931,647.9365484213789,647.9365484213789,97.56934779790384,100.30175696377867,100.84459450299485,27.679320843750006,216.78673540009237,0.035290222728235815,out6k,Mistral-7B
KVCore (sim.),simulated_placeholder,mistral_7b_instruct_v03,6144,24,48,48,0,ok,17.964485169482867,378.360132920149,474.0435356270204,531.0215957131317,533.4862179309928,533.4862179309928,73.0321058764508,75.07735471744225,75.48367667748921,24.919667718750006,282.29064106055193,0.04595345549504088,out6k,Mistral-7B
InfiniGen (sim.),simulated_placeholder,qwen3_8b,1024,1,32,32,0,ok,1.673312301635742,1.6943078613281248,1.701269888305664,26.652452273368834,28.716435839414594,28.879605624628066,23.730829613882307,25.668046467931156,25.81847832053754,35.488222656249995,35.071172331766086,0.03424919173024032,out1k,Qwen3-8B
KVCore (sim.),simulated_placeholder,qwen3_8b,1024,1,32,32,0,ok,1.551299946308136,1.5707645797729493,1.577218958950043,22.31368097305298,24.041667214393613,24.1782744764328,18.2984710275719,19.79222860177824,19.908224247161478,32.02595703125,38.676619954657916,0.03777013667447062,out1k,Qwen3-8B
InfiniGen (sim.),simulated_placeholder,qwen3_8b,1024,8,32,32,0,ok,13.259522418403625,13.558562321491243,13.570660508735656,47.324398124027255,47.860833406448364,47.860833406448364,33.515643859305804,43.15930262879775,43.62656205599143,35.28113359375,168.64969276068177,0.1646969655866033,out1k,Qwen3-8B
KVCore (sim.),simulated_placeholder,qwen3_8b,1024,8,32,32,0,ok,12.280000102853776,12.556948994736674,12.568153451120377,39.50327910633087,39.95105981826782,39.95105981826782,25.70885223880891,33.1062156726468,33.464636463288336,31.82558671875,192.52929527546857,0.18801688991744978,out1k,Qwen3-8B
InfiniGen (sim.),simulated_placeholder,qwen3_8b,1024,16,32,32,0,ok,26.569998822021486,26.976096629028323,26.99931956611633,73.30344551954269,73.40277250900269,73.40277250900269,46.78277119723234,66.84273069967622,67.62832250811839,35.85481171875,227.0346120154762,0.22171348829636348,out1k,Qwen3-8B
KVCore (sim.),simulated_placeholder,qwen3_8b,1024,16,32,32,0,ok,24.581692053985595,24.957400434799194,24.9788855350399,61.00605400314331,61.0887178894043,61.0887178894043,35.696051210345644,51.002141964521805,51.601561894272315,32.32926484375,267.0995435476191,0.26083939799572176,out1k,Qwen3-8B
InfiniGen (sim.),simulated_placeholder,qwen3_8b,1024,24,48,48,0,ok,45.0141600528717,134.3139056459999,137.01154252540968,151.6252943427086,152.48379252815246,152.48379252815246,104.08022036790149,139.39661539276793,141.38279944041375,29.11346171875,172.2933296790734,0.1682552047647201,out1k,Qwen3-8B
KVCore (sim.),simulated_placeholder,qwen3_8b,1024,24,48,48,0,ok,41.6022827624321,124.13349654971601,126.62666430216885,125.80762898426056,126.51994826889039,126.51994826889039,78.98899853837804,105.79146556947471,107.29882871957072,26.239477343750004,208.13034225232067,0.2032522873557819,out1k,Qwen3-8B
